userId,userName,sessionId,action,timestamp
10,Tanner Wiza,10010,VIEW_PRODUCT_DETAILS,2024-05-11T07:12:47.908Z
10,Tanner Wiza,10010,VIEW_CART,2024-05-11T07:12:03.284Z
10,Tanner Wiza,10010,VIEW_PRODUCT_DETAILS,2024-05-11T07:16:15.919Z
10,Tanner Wiza,10010,UPDATE_CART,2024-05-11T07:11:16.148Z
10,Tanner Wiza,10010,REMOVE_PRODUCT_FROM_CART,2024-05-11T07:14:35.582Z
10,Tanner Wiza,10010,LOGOUT,2024-05-11T07:19:16.241Z
11,Linnea Jacobs,10011,LOGIN,2024-05-11T07:04:16.241Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:05:48.622Z
11,Linnea Jacobs,10011,ADD_PRODUCT_TO_CART,2024-05-11T07:05:55.364Z
11,Linnea Jacobs,10011,UPDATE_CART,2024-05-11T07:07:23.043Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:16:22.575Z
11,Linnea Jacobs,10011,ADD_PRODUCT_TO_CART,2024-05-11T07:09:55.735Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:06:16.945Z
11,Linnea Jacobs,10011,ADD_PRODUCT_TO_CART,2024-05-11T07:14:28.472Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_DETAILS,2024-05-11T07:15:49.216Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:07:22.546Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_DETAILS,2024-05-11T07:11:32.868Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_DETAILS,2024-05-11T07:14:35.223Z
11,Linnea Jacobs,10011,CHECKOUT,2024-05-11T07:13:40.512Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_DETAILS,2024-05-11T07:10:12.040Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:07:45.267Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:17:21.192Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:12:30.798Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_LIST,2024-05-11T07:09:33.763Z
11,Linnea Jacobs,10011,UPDATE_CART,2024-05-11T07:11:07.635Z
11,Linnea Jacobs,10011,CHECKOUT,2024-05-11T07:08:35.643Z
11,Linnea Jacobs,10011,VIEW_PRODUCT_DETAILS,2024-05-11T07:14:40.794Z
11,Linnea Jacobs,10011,LOGOUT,2024-05-11T07:19:16.241Z
12,Vito Purdy,10012,LOGIN,2024-05-11T07:04:16.241Z
12,Vito Purdy,10012,VIEW_CART,2024-05-11T07:13:10.720Z
12,Vito Purdy,10012,ADD_PRODUCT_TO_CART,2024-05-11T07:06:57.455Z
12,Vito Purdy,10012,VIEW_PRODUCT_LIST,2024-05-11T07:12:14.958Z
12,Vito Purdy,10012,VIEW_PRODUCT_DETAILS,2024-05-11T07:13:43.865Z
12,Vito Purdy,10012,ADD_PRODUCT_TO_CART,2024-05-11T07:15:26.190Z
12,Vito Purdy,10012,VIEW_PRODUCT_LIST,2024-05-11T07:05:53.692Z
12,Vito Purdy,10012,ADD_PRODUCT_TO_CART,2024-05-11T07:12:43.698Z
12,Vito Purdy,10012,VIEW_PRODUCT_DETAILS,2024-05-11T07:10:26.219Z
12,Vito Purdy,10012,UPDATE_CART,2024-05-11T07:06:41.633Z
12,Vito Purdy,10012,LOGOUT,2024-05-11T07:19:16.241Z
13,Kailyn Waelchi,10013,LOGIN,2024-05-11T07:04:16.241Z
13,Kailyn Waelchi,10013,VIEW_PRODUCT_LIST,2024-05-11T07:06:56.854Z
13,Kailyn Waelchi,10013,ADD_PRODUCT_TO_CART,2024-05-11T07:10:32.478Z
13,Kailyn Waelchi,10013,VIEW_CART,2024-05-11T07:08:33.860Z
13,Kailyn Waelchi,10013,VIEW_PRODUCT_DETAILS,2024-05-11T07:14:06.073Z
13,Kailyn Waelchi,10013,VIEW_PRODUCT_LIST,2024-05-11T07:09:44.379Z
13,Kailyn Waelchi,10013,ADD_PRODUCT_TO_CART,2024-05-11T07:06:58.316Z
13,Kailyn Waelchi,10013,ADD_PRODUCT_TO_CART,2024-05-11T07:13:25.517Z
13,Kailyn Waelchi,10013,ADD_PRODUCT_TO_CART,2024-05-11T07:19:04.801Z
13,Kailyn Waelchi,10013,UPDATE_CART,2024-05-11T07:18:03.162Z
13,Kailyn Waelchi,10013,VIEW_PRODUCT_DETAILS,2024-05-11T07:09:26.577Z
13,Kailyn Waelchi,10013,VIEW_PRODUCT_LIST,2024-05-11T07:06:01.092Z
13,Kailyn Waelchi,10013,LOGOUT,2024-05-11T07:19:16.241Z
14,Malika Schmitt-Labadie,10014,LOGIN,2024-05-11T07:04:16.241Z
14,Malika Schmitt-Labadie,10014,VIEW_CART,2024-05-11T07:11:08.246Z
14,Malika Schmitt-Labadie,10014,VIEW_PRODUCT_LIST,2024-05-11T07:19:12.078Z
14,Malika Schmitt-Labadie,10014,VIEW_PRODUCT_DETAILS,2024-05-11T07:18:54.788Z
14,Malika Schmitt-Labadie,10014,CHECKOUT,2024-05-11T07:12:44.242Z
14,Malika Schmitt-Labadie,10014,VIEW_PRODUCT_LIST,2024-05-11T07:16:50.738Z
14,Malika Schmitt-Labadie,10014,REMOVE_PRODUCT_FROM_CART,2024-05-11T07:08:46.588Z
14,Malika Schmitt-Labadie,10014,VIEW_PRODUCT_LIST,2024-05-11T07:07:09.928Z
14,Malika Schmitt-Labadie,10014,CHECKOUT,2024-05-11T07:17:24.252Z
14,Malika Schmitt-Labadie,10014,VIEW_PRODUCT_LIST,2024-05-11T07:14:20.065Z
14,Malika Schmitt-Labadie,10014,LOGOUT,2024-05-11T07:19:16.241Z
15,Makayla Ryan,10015,LOGIN,2024-05-11T07:04:16.241Z
15,Makayla Ryan,10015,ADD_PRODUCT_TO_CART,2024-05-11T07:15:44.313Z
15,Makayla Ryan,10015,UPDATE_CART,2024-05-11T07:17:46.141Z
15,Makayla Ryan,10015,VIEW_PRODUCT_DETAILS,2024-05-11T07:05:30.000Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:09:48.466Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:18:36.140Z
15,Makayla Ryan,10015,ADD_PRODUCT_TO_CART,2024-05-11T07:04:43.760Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:17:42.162Z
15,Makayla Ryan,10015,VIEW_PRODUCT_DETAILS,2024-05-11T07:17:47.589Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:05:44.988Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:18:32.257Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:06:20.032Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:15:14.364Z
15,Makayla Ryan,10015,CHECKOUT,2024-05-11T07:04:41.236Z
15,Makayla Ryan,10015,VIEW_PRODUCT_LIST,2024-05-11T07:10:15.296Z
15,Makayla Ryan,10015,VIEW_PRODUCT_DETAILS,2024-05-11T07:05:54.915Z
15,Makayla Ryan,10015,LOGOUT,2024-05-11T07:19:16.241Z
16,Pamela Feest,10016,LOGIN,2024-05-11T07:04:16.241Z
16,Pamela Feest,10016,CHECKOUT,2024-05-11T07:11:27.407Z
16,Pamela Feest,10016,REMOVE_PRODUCT_FROM_CART,2024-05-11T07:08:01.939Z
16,Pamela Feest,10016,VIEW_PRODUCT_LIST,2024-05-11T07:16:12.273Z
16,Pamela Feest,10016,VIEW_PRODUCT_LIST,2024-05-11T07:16:57.627Z
16,Pamela Feest,10016,VIEW_PRODUCT_DETAILS,2024-05-11T07:19:10.239Z
16,Pamela Feest,10016,VIEW_PRODUCT_LIST,2024-05-11T07:12:05.689Z
16,Pamela Feest,10016,LOGOUT,2024-05-11T07:19:16.241Z
17,Geovanny Ondricka,10017,LOGIN,2024-05-11T07:04:16.241Z
17,Geovanny Ondricka,10017,VIEW_CART,2024-05-11T07:11:39.181Z
17,Geovanny Ondricka,10017,VIEW_PRODUCT_LIST,2024-05-11T07:14:10.407Z
17,Geovanny Ondricka,10017,ADD_PRODUCT_TO_CART,2024-05-11T07:07:49.667Z
17,Geovanny Ondricka,10017,REMOVE_PRODUCT_FROM_CART,2024-05-11T07:17:29.262Z
17,Geovanny Ondricka,10017,VIEW_PRODUCT_LIST,2024-05-11T07:16:23.294Z
17,Geovanny Ondricka,10017,ADD_PRODUCT_TO_CART,2024-05-11T07:19:09.177Z
17,Geovanny Ondricka,10017,UPDATE_CART,2024-05-11T07:14:07.260Z
17,Geovanny Ondricka,10017,ADD_PRODUCT_TO_CART,2024-05-11T07:09:48.177Z
17,Geovanny Ondricka,10017,UPDATE_CART,2024-05-11T07:08:12.702Z
17,Geovanny Ondricka,10017,VIEW_PRODUCT_DETAILS,2024-05-11T07:05:36.677Z
17,Geovanny Ondricka,10017,VIEW_PRODUCT_LIST,2024-05-11T07:15:15.019Z
17,Geovanny Ondricka,10017,VIEW_PRODUCT_DETAILS,2024-05-11T07:12:33.342Z
17,Geovanny Ondricka,10017,VIEW_PRODUCT_LIST,2024-05-11T07:05:00.653Z
17,Geovanny Ondricka,10017,VIEW_CART,2024-05-11T07:12:59.953Z
17,Geovanny Ondricka,10017,LOGOUT,2024-05-11T07:19:16.241Z
18,Alexandria Terry,10018,LOGIN,2024-05-11T07:04:16.241Z
18,Alexandria Terry,10018,VIEW_CART,2024-05-11T07:15:04.373Z
18,Alexandria Terry,10018,VIEW_PRODUCT_LIST,2024-05-11T07:15:02.861Z
18,Alexandria Terry,10018,VIEW_CART,2024-05-11T07:12:48.883Z
18,Alexandria Terry,10018,UPDATE_CART,2024-05-11T07:04:37.671Z
18,Alexandria Terry,10018,ADD_PRODUCT_TO_CART,2024-05-11T07:17:44.635Z
18,Alexandria Terry,10018,VIEW_CART,2024-05-11T07:15:02.908Z
18,Alexandria Terry,10018,CHECKOUT,2024-05-11T07:15:39.940Z
18,Alexandria Terry,10018,VIEW_PRODUCT_LIST,2024-05-11T07:06:45.179Z
18,Alexandria Terry,10018,VIEW_PRODUCT_DETAILS,2024-05-11T07:04:34.043Z
18,Alexandria Terry,10018,LOGOUT,2024-05-11T07:19:16.241Z
19,Deja Dickens,10019,LOGIN,2024-05-11T07:04:16.241Z
19,Deja Dickens,10019,VIEW_PRODUCT_LIST,2024-05-11T07:18:26.308Z
19,Deja Dickens,10019,LOGOUT,2024-05-11T07:19:16.241Z
20,Hermina Lind,10020,LOGIN,2024-05-11T07:04:16.241Z
20,Hermina Lind,10020,ADD_PRODUCT_TO_CART,2024-05-11T07:18:03.650Z
20,Hermina Lind,10020,VIEW_CART,2024-05-11T07:05:37.027Z
20,Hermina Lind,10020,VIEW_CART,2024-05-11T07:09:33.714Z
20,Hermina Lind,10020,ADD_PRODUCT_TO_CART,2024-05-11T07:15:51.494Z
20,Hermina Lind,10020,VIEW_PRODUCT_DETAILS,2024-05-11T07:18:10.163Z
20,Hermina Lind,10020,LOGOUT,2024-05-11T07:19:16.241Z
21,Bernadine Reinger,10021,LOGIN,2024-05-11T07:04:16.241Z
21,Bernadine Reinger,10021,CHECKOUT,2024-05-11T07:16:26.126Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_LIST,2024-05-11T07:06:54.820Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_DETAILS,2024-05-11T07:06:06.932Z
21,Bernadine Reinger,10021,VIEW_CART,2024-05-11T07:06:37.268Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_LIST,2024-05-11T07:12:20.603Z
21,Bernadine Reinger,10021,VIEW_CART,2024-05-11T07:10:41.907Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_LIST,2024-05-11T07:18:29.846Z
21,Bernadine Reinger,10021,UPDATE_CART,2024-05-11T07:16:22.042Z
21,Bernadine Reinger,10021,VIEW_CART,2024-05-11T07:04:21.459Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_LIST,2024-05-11T07:10:28.110Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_LIST,2024-05-11T07:13:40.598Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_DETAILS,2024-05-11T07:13:08.220Z
21,Bernadine Reinger,10021,VIEW_PRODUCT_DETAILS,2024-05-11T07:12:44.513Z
21,Bernadine Reinger,10021,LOGOUT,2024-05-11T07:19:16.241Z
22,Dudley Little,10022,LOGIN,2024-05-11T07:04:16.242Z
22,Dudley Little,10022,ADD_PRODUCT_TO_CART,2024-05-11T07:05:22.709Z
22,Dudley Little,10022,VIEW_PRODUCT_LIST,2024-05-11T07:08:32.920Z
22,Dudley Little,10022,ADD_PRODUCT_TO_CART,2024-05-11T07:14:47.489Z
22,Dudley Little,10022,VIEW_PRODUCT_LIST,2024-05-11T07:15:19.759Z
22,Dudley Little,10022,LOGOUT,2024-05-11T07:19:16.242Z
23,Opal Stracke,10023,LOGIN,2024-05-11T07:04:16.242Z
23,Opal Stracke,10023,CHECKOUT,2024-05-11T07:12:52.067Z
23,Opal Stracke,10023,ADD_PRODUCT_TO_CART,2024-05-11T07:13:35.428Z
23,Opal Stracke,10023,VIEW_PRODUCT_LIST,2024-05-11T07:09:10.693Z
23,Opal Stracke,10023,LOGOUT,2024-05-11T07:19:16.242Z
24,Jerrod Krajcik,10024,LOGIN,2024-05-11T07:04:16.242Z
24,Jerrod Krajcik,10024,VIEW_PRODUCT_LIST,2024-05-11T07:19:01.521Z
24,Jerrod Krajcik,10024,VIEW_PRODUCT_LIST,2024-05-11T07:05:52.686Z
24,Jerrod Krajcik,10024,VIEW_PRODUCT_LIST,2024-05-11T07:04:44.140Z
24,Jerrod Krajcik,10024,VIEW_PRODUCT_LIST,2024-05-11T07:15:16.573Z
24,Jerrod Krajcik,10024,VIEW_PRODUCT_LIST,2024-05-11T07:17:19.979Z
24,Jerrod Krajcik,10024,VIEW_PRODUCT_DETAILS,2024-05-11T07:06:28.083Z
24,Jerrod Krajcik,10024,VIEW_PRODUCT_DETAILS,2024-05-11T07:18:33.389Z
24,Jerrod Krajcik,10024,VIEW_CART,2024-05-11T07:11:53.885Z
24,Jerrod Krajcik,10024,LOGOUT,2024-05-11T07:19:16.242Z
25,Maryjane Cruickshank,10025,LOGIN,2024-05-11T07:04:16.242Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:17:21.232Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:14:42.212Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:11:51.017Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:04:43.656Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:05:02.019Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:12:38.013Z
25,Maryjane Cruickshank,10025,CHECKOUT,2024-05-11T07:13:11.583Z
25,Maryjane Cruickshank,10025,UPDATE_CART,2024-05-11T07:18:27.978Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:05:32.212Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_LIST,2024-05-11T07:08:20.482Z
25,Maryjane Cruickshank,10025,VIEW_CART,2024-05-11T07:07:42.472Z
25,Maryjane Cruickshank,10025,ADD_PRODUCT_TO_CART,2024-05-11T07:06:02.897Z
25,Maryjane Cruickshank,10025,ADD_PRODUCT_TO_CART,2024-05-11T07:07:00.662Z
25,Maryjane Cruickshank,10025,VIEW_PRODUCT_DETAILS,2024-05-11T07:13:00.832Z
25,Maryjane Cruickshank,10025,LOGOUT,2024-05-11T07:19:16.242Z
26,Noble Treutel,10026,LOGIN,2024-05-11T07:04:16.242Z
26,Noble Treutel,10026,VIEW_CART,2024-05-11T07:06:14.123Z
26,Noble Treutel,10026,LOGOUT,2024-05-11T07:19:16.242Z
27,Jordi Deckow,10027,LOGIN,2024-05-11T07:04:16.242Z
27,Jordi Deckow,10027,VIEW_PRODUCT_LIST,2024-05-11T07:18:10.518Z
27,Jordi Deckow,10027,VIEW_PRODUCT_DETAILS,2024-05-11T07:05:05.330Z
27,Jordi Deckow,10027,CHECKOUT,2024-05-11T07:10:59.946Z
27,Jordi Deckow,10027,VIEW_CART,2024-05-11T07:13:18.889Z
27,Jordi Deckow,10027,VIEW_PRODUCT_DETAILS,2024-05-11T07:17:11.132Z
27,Jordi Deckow,10027,VIEW_PRODUCT_LIST,2024-05-11T07:04:29.027Z
27,Jordi Deckow,10027,VIEW_PRODUCT_LIST,2024-05-11T07:15:07.188Z
